"order","t"
"O1",9.0
"O2",30.0
"O3",18.0
"O4",21.0
"O5",18.0
"O6",24.0
"O7",12.0
"O8",15.0
"O9",18.0
"O10",9.0
"O11",24.0
"O12",18.0
"O13",24.0
"O14",9.0
"O15",21.0
"O16",18.0
"O17",9.0
"O18",45.0
"O19",15.0
"O20",30.0
"O21",15.0
"O22",12.0
"O23",18.0
"O24",30.0
"O25",15.0
"O26",24.0
"O27",9.0
"O28",27.0
"O29",24.0
"O30",15.0
"O31",18.0
"O32",15.0
"O33",24.0
"O34",24.0
"O35",15.0
"O36",21.0
"O37",30.0
"O38",9.0
"O39",18.0
"O40",12.0
"O41",18.0
"O42",12.0
"O43",21.0
"O44",12.0
"O45",21.0
"O46",36.0
"O47",27.0
"O48",33.0
"O49",18.0
"O50",15.0
"O51",24.0
"O52",15.0
"O53",18.0
"O54",15.0
"O55",21.0
"O56",21.0
"O57",24.0
"O58",21.0
"O59",24.0
"O60",27.0
"O61",21.0
"O62",15.0
"O63",21.0
"O64",15.0
"O65",18.0
"O66",24.0
"O67",30.0
"O68",21.0
"O69",18.0
"O70",18.0
"O71",18.0
"O72",21.0
"O73",18.0
"O74",18.0
"O75",21.0
"O76",21.0
"O77",21.0
"O78",30.0
"O79",21.0
"O80",21.0
"O81",24.0
"O82",24.0
"O83",24.0
"O84",24.0
"O85",24.0
"O86",30.0
"O87",24.0
"O88",24.0
"O89",30.0
"O90",30.0
"O91",24.0
"O92",24.0
"O93",24.0
"O94",24.0
"O95",30.0
"O96",27.0
"O97",27.0
"O98",27.0
"O99",27.0
"O100",39.0
"O101",27.0
"O102",27.0
"O103",27.0
"O104",27.0
"O105",27.0
"O106",33.0
"O107",30.0
"O108",30.0
"O109",27.0
"O110",30.0
"O111",30.0
"O112",30.0
"O113",30.0
"O114",30.0
"O115",30.0
"O116",30.0
"O117",30.0
"O118",30.0
"O119",33.0
"O120",30.0
"O121",30.0
"O122",30.0
"O123",33.0
"O124",30.0
"O125",30.0
"O126",30.0
"O127",30.0
"O128",33.0
"O129",42.0
"O130",39.0
"O131",33.0
"O132",33.0
"O133",33.0
"O134",36.0
"O135",36.0
"O136",33.0
"O137",36.0
"O138",39.0
"O139",36.0
"O140",39.0
"O141",36.0
"O142",36.0
"O143",36.0
"O144",39.0
"O145",36.0
"O146",36.0
"O147",39.0
"O148",39.0
"O149",36.0
"O150",36.0
"O151",36.0
"O152",36.0
"O153",36.0
"O154",36.0
"O155",36.0
"O156",36.0
"O157",39.0
"O158",39.0
"O159",39.0
"O160",39.0
"O161",39.0
"O162",39.0
"O163",39.0
"O164",39.0
"O165",39.0
"O166",39.0
"O167",42.0
"O168",42.0
"O169",42.0
"O170",42.0
"O171",42.0
"O172",42.0
"O173",45.0
"O174",42.0
"O175",42.0
"O176",45.0
"O177",42.0
"O178",45.0
"O179",45.0
"O180",45.0
"O181",45.0
"O182",45.0
"O183",45.0
"O184",48.0
"O185",45.0
"O186",48.0
"O187",45.0
"O188",45.0
"O189",45.0
"O190",45.0
"O191",48.0
"O192",45.0
"O193",45.0
"O194",48.0
"O195",48.0
"O196",48.0
"O197",48.0
