"order","t"
"O1",24.0
"O2",15.0
"O3",24.0
"O4",12.0
"O5",27.0
"O6",18.0
"O7",12.0
"O8",24.0
"O9",12.0
"O10",24.0
"O11",12.0
"O12",24.0
"O13",21.0
"O14",15.0
"O15",18.0
"O16",15.0
"O17",30.0
"O18",21.0
"O19",18.0
"O20",12.0
"O21",21.0
"O22",18.0
"O23",12.0
"O24",18.0
"O25",15.0
"O26",9.0
"O27",33.0
"O28",3.0
"O29",18.0
"O30",15.0
"O31",9.0
"O32",24.0
"O33",30.0
"O34",18.0
"O35",12.0
"O36",18.0
"O37",9.0
"O38",9.0
"O39",12.0
"O40",27.0
"O41",15.0
"O42",27.0
"O43",9.0
"O44",24.0
"O45",15.0
"O46",18.0
"O47",15.0
"O48",33.0
"O49",21.0
"O50",24.0
"O51",21.0
"O52",18.0
"O53",15.0
"O54",18.0
"O55",18.0
"O56",15.0
"O57",12.0
"O58",18.0
"O59",21.0
"O60",18.0
"O61",12.0
"O62",18.0
"O63",15.0
"O64",21.0
"O65",15.0
"O66",15.0
"O67",15.0
"O68",24.0
"O69",18.0
"O70",18.0
"O71",15.0
"O72",27.0
"O73",30.0
"O74",30.0
"O75",18.0
"O76",27.0
"O77",18.0
"O78",30.0
"O79",15.0
"O80",30.0
"O81",18.0
"O82",21.0
"O83",21.0
"O84",24.0
"O85",18.0
"O86",21.0
"O87",21.0
"O88",21.0
"O89",18.0
"O90",21.0
"O91",18.0
"O92",21.0
"O93",21.0
"O94",24.0
"O95",30.0
"O96",24.0
"O97",21.0
"O98",21.0
"O99",21.0
"O100",21.0
"O101",24.0
"O102",21.0
"O103",21.0
"O104",21.0
"O105",21.0
"O106",21.0
"O107",24.0
"O108",21.0
"O109",36.0
"O110",45.0
"O111",39.0
"O112",21.0
"O113",39.0
"O114",42.0
"O115",42.0
"O116",24.0
"O117",42.0
"O118",42.0
"O119",45.0
"O120",42.0
"O121",42.0
"O122",42.0
"O123",45.0
"O124",45.0
"O125",48.0
"O126",45.0
"O127",45.0
"O128",27.0
"O129",27.0
"O130",45.0
"O131",27.0
"O132",45.0
"O133",48.0
"O134",48.0
"O135",48.0
"O136",48.0
"O137",48.0
"O138",48.0
"O139",48.0
"O140",39.0
"O141",39.0
"O142",39.0
"O143",39.0
"O144",39.0
"O145",39.0
"O146",39.0
"O147",39.0
"O148",42.0
"O149",39.0
"O150",39.0
"O151",36.0
"O152",39.0
"O153",39.0
"O154",39.0
"O155",39.0
"O156",39.0
"O157",42.0
"O158",42.0
"O159",42.0
"O160",42.0
"O161",42.0
"O162",42.0
"O163",42.0
"O164",42.0
"O165",42.0
"O166",45.0
"O167",42.0
"O168",42.0
"O169",42.0
"O170",45.0
"O171",42.0
"O172",42.0
"O173",42.0
"O174",45.0
"O175",45.0
"O176",45.0
"O177",45.0
"O178",45.0
"O179",45.0
"O180",45.0
"O181",42.0
"O182",51.0
"O183",48.0
"O184",48.0
"O185",45.0
"O186",48.0
"O187",48.0
