"order","t"
"O1",24.0
"O2",18.0
"O3",24.0
"O4",24.0
"O5",15.0
"O6",21.0
"O7",21.0
"O8",36.0
"O9",24.0
"O10",12.0
"O11",24.0
"O12",24.0
"O13",18.0
"O14",18.0
"O15",18.0
"O16",15.0
"O17",27.0
"O18",9.0
"O19",27.0
"O20",15.0
"O21",18.0
"O22",24.0
"O23",24.0
"O24",18.0
"O25",24.0
"O26",18.0
"O27",18.0
"O28",3.0
"O29",24.0
"O30",27.0
"O31",24.0
"O32",21.0
"O33",18.0
"O34",18.0
"O35",36.0
"O36",24.0
"O37",21.0
"O38",9.0
"O39",15.0
"O40",33.0
"O41",21.0
"O42",21.0
"O43",24.0
"O44",24.0
"O45",21.0
"O46",15.0
"O47",24.0
"O48",12.0
"O49",9.0
"O50",27.0
"O51",15.0
"O52",21.0
"O53",30.0
"O54",27.0
"O55",27.0
"O56",15.0
"O57",15.0
"O58",12.0
"O59",15.0
"O60",18.0
"O61",18.0
"O62",18.0
"O63",18.0
"O64",15.0
"O65",21.0
"O66",15.0
"O67",21.0
"O68",18.0
"O69",21.0
"O70",24.0
"O71",21.0
"O72",24.0
"O73",18.0
"O74",24.0
"O75",15.0
"O76",24.0
"O77",18.0
"O78",24.0
"O79",24.0
"O80",30.0
"O81",21.0
"O82",33.0
"O83",21.0
"O84",24.0
"O85",18.0
"O86",39.0
"O87",21.0
"O88",21.0
"O89",21.0
"O90",24.0
"O91",24.0
"O92",24.0
"O93",24.0
"O94",33.0
"O95",24.0
"O96",27.0
"O97",27.0
"O98",27.0
"O99",39.0
"O100",33.0
"O101",27.0
"O102",27.0
"O103",27.0
"O104",27.0
"O105",39.0
"O106",39.0
"O107",39.0
"O108",42.0
"O109",39.0
"O110",39.0
"O111",30.0
"O112",42.0
"O113",42.0
"O114",42.0
"O115",42.0
"O116",45.0
"O117",42.0
"O118",42.0
"O119",48.0
"O120",45.0
"O121",45.0
"O122",45.0
"O123",45.0
"O124",45.0
"O125",45.0
"O126",45.0
"O127",48.0
"O128",45.0
"O129",45.0
"O130",48.0
"O131",48.0
"O132",48.0
"O133",48.0
"O134",48.0
"O135",48.0
"O136",51.0
"O137",36.0
"O138",36.0
"O139",36.0
"O140",48.0
"O141",36.0
"O142",36.0
"O143",42.0
"O144",48.0
"O145",39.0
"O146",39.0
"O147",39.0
"O148",39.0
"O149",39.0
"O150",39.0
"O151",42.0
"O152",39.0
"O153",39.0
"O154",39.0
"O155",45.0
"O156",39.0
"O157",39.0
"O158",39.0
"O159",42.0
"O160",42.0
"O161",39.0
"O162",42.0
"O163",42.0
"O164",42.0
"O165",42.0
"O166",42.0
"O167",42.0
"O168",42.0
"O169",42.0
"O170",42.0
"O171",42.0
"O172",42.0
"O173",45.0
"O174",45.0
"O175",45.0
"O176",45.0
"O177",45.0
"O178",45.0
"O179",45.0
"O180",45.0
"O181",48.0
"O182",45.0
"O183",48.0
"O184",45.0
"O185",48.0
"O186",48.0
"O187",48.0
"O188",48.0
"O189",48.0
"O190",48.0
"O191",48.0
"O192",48.0
"O193",48.0
"O194",51.0
"O195",51.0
"O196",51.0
"O197",51.0
