"order","t"
"O1",24.0
"O2",18.0
"O3",42.0
"O4",15.0
"O5",24.0
"O6",12.0
"O7",21.0
"O8",18.0
"O9",18.0
"O10",30.0
"O11",15.0
"O12",3.0
"O13",33.0
"O14",15.0
"O15",21.0
"O16",3.0
"O17",24.0
"O18",21.0
"O19",30.0
"O20",15.0
"O21",18.0
"O22",9.0
"O23",24.0
"O24",12.0
"O25",15.0
"O26",24.0
"O27",9.0
"O28",24.0
"O29",15.0
"O30",15.0
"O31",24.0
"O32",9.0
"O33",18.0
"O34",9.0
"O35",9.0
"O36",21.0
"O37",18.0
"O38",18.0
"O39",9.0
"O40",18.0
"O41",18.0
"O42",12.0
"O43",9.0
"O44",30.0
"O45",21.0
"O46",18.0
"O47",18.0
"O48",21.0
"O49",18.0
"O50",18.0
"O51",24.0
"O52",27.0
"O53",21.0
"O54",12.0
"O55",18.0
"O56",12.0
"O57",12.0
"O58",18.0
"O59",27.0
"O60",15.0
"O61",27.0
"O62",15.0
"O63",30.0
"O64",36.0
"O65",21.0
"O66",18.0
"O67",21.0
"O68",27.0
"O69",30.0
"O70",18.0
"O71",15.0
"O72",15.0
"O73",30.0
"O74",18.0
"O75",18.0
"O76",21.0
"O77",18.0
"O78",18.0
"O79",30.0
"O80",24.0
"O81",21.0
"O82",18.0
"O83",30.0
"O84",18.0
"O85",18.0
"O86",18.0
"O87",18.0
"O88",24.0
"O89",18.0
"O90",33.0
"O91",18.0
"O92",24.0
"O93",24.0
"O94",30.0
"O95",30.0
"O96",24.0
"O97",27.0
"O98",27.0
"O99",27.0
"O100",24.0
"O101",30.0
"O102",30.0
"O103",27.0
"O104",27.0
"O105",30.0
"O106",33.0
"O107",27.0
"O108",27.0
"O109",27.0
"O110",24.0
"O111",27.0
"O112",30.0
"O113",24.0
"O114",24.0
"O115",21.0
"O116",24.0
"O117",33.0
"O118",27.0
"O119",27.0
"O120",27.0
"O121",27.0
"O122",27.0
"O123",27.0
"O124",27.0
"O125",27.0
"O126",27.0
"O127",27.0
"O128",30.0
"O129",30.0
"O130",30.0
"O131",30.0
"O132",30.0
"O133",30.0
"O134",30.0
"O135",33.0
"O136",33.0
"O137",33.0
"O138",33.0
"O139",33.0
"O140",42.0
"O141",27.0
"O142",33.0
"O143",33.0
"O144",33.0
"O145",42.0
"O146",33.0
"O147",33.0
"O148",33.0
"O149",36.0
"O150",33.0
"O151",33.0
"O152",27.0
"O153",33.0
"O154",33.0
"O155",33.0
"O156",33.0
"O157",36.0
"O158",36.0
"O159",36.0
"O160",30.0
"O161",36.0
"O162",30.0
"O163",39.0
"O164",36.0
"O165",36.0
"O166",36.0
"O167",36.0
"O168",36.0
"O169",36.0
"O170",36.0
"O171",39.0
"O172",39.0
"O173",39.0
"O174",39.0
"O175",39.0
"O176",36.0
"O177",39.0
"O178",42.0
"O179",39.0
"O180",45.0
"O181",42.0
"O182",42.0
"O183",42.0
"O184",39.0
"O185",42.0
"O186",42.0
"O187",42.0
"O188",42.0
"O189",45.0
"O190",45.0
"O191",45.0
"O192",45.0
"O193",45.0
"O194",45.0
"O195",45.0
"O196",45.0
"O197",45.0
"O198",45.0
"O199",45.0
"O200",42.0
"O201",48.0
"O202",48.0
"O203",42.0
"O204",42.0
"O205",42.0
"O206",45.0
"O207",45.0
"O208",45.0
"O209",48.0
"O210",45.0
"O211",45.0
"O212",45.0
"O213",45.0
"O214",45.0
"O215",45.0
"O216",48.0
"O217",48.0
