"order","t"
"O1",18.0
"O2",15.0
"O3",18.0
"O4",18.0
"O5",39.0
"O6",24.0
"O7",9.0
"O8",15.0
"O9",9.0
"O10",18.0
"O11",21.0
"O12",15.0
"O13",30.0
"O14",18.0
"O15",9.0
"O16",30.0
"O17",21.0
"O18",18.0
"O19",15.0
"O20",18.0
"O21",9.0
"O22",24.0
"O23",27.0
"O24",21.0
"O25",15.0
"O26",24.0
"O27",24.0
"O28",18.0
"O29",21.0
"O30",15.0
"O31",9.0
"O32",9.0
"O33",15.0
"O34",9.0
"O35",9.0
"O36",15.0
"O37",30.0
"O38",21.0
"O39",12.0
"O40",12.0
"O41",24.0
"O42",24.0
"O43",24.0
"O44",15.0
"O45",36.0
"O46",15.0
"O47",18.0
"O48",27.0
"O49",18.0
"O50",12.0
"O51",18.0
"O52",24.0
"O53",12.0
"O54",24.0
"O55",24.0
"O56",18.0
"O57",18.0
"O58",27.0
"O59",21.0
"O60",27.0
"O61",15.0
"O62",24.0
"O63",15.0
"O64",15.0
"O65",33.0
"O66",18.0
"O67",21.0
"O68",15.0
"O69",18.0
"O70",24.0
"O71",27.0
"O72",18.0
"O73",18.0
"O74",24.0
"O75",21.0
"O76",21.0
"O77",21.0
"O78",21.0
"O79",24.0
"O80",24.0
"O81",24.0
"O82",30.0
"O83",24.0
"O84",24.0
"O85",24.0
"O86",24.0
"O87",27.0
"O88",24.0
"O89",24.0
"O90",24.0
"O91",33.0
"O92",24.0
"O93",24.0
"O94",24.0
"O95",24.0
"O96",27.0
"O97",27.0
"O98",27.0
"O99",27.0
"O100",27.0
"O101",33.0
"O102",27.0
"O103",27.0
"O104",30.0
"O105",27.0
"O106",30.0
"O107",30.0
"O108",30.0
"O109",33.0
"O110",36.0
"O111",30.0
"O112",33.0
"O113",30.0
"O114",30.0
"O115",33.0
"O116",36.0
"O117",39.0
"O118",39.0
"O119",39.0
"O120",33.0
"O121",33.0
"O122",36.0
"O123",33.0
"O124",36.0
"O125",36.0
"O126",36.0
"O127",36.0
"O128",39.0
"O129",36.0
"O130",36.0
"O131",36.0
"O132",36.0
"O133",36.0
"O134",36.0
"O135",36.0
"O136",36.0
"O137",36.0
"O138",36.0
"O139",36.0
"O140",39.0
"O141",39.0
"O142",39.0
"O143",39.0
"O144",39.0
"O145",39.0
"O146",39.0
"O147",39.0
"O148",39.0
"O149",39.0
"O150",39.0
"O151",39.0
"O152",39.0
"O153",42.0
"O154",42.0
"O155",42.0
"O156",42.0
"O157",42.0
"O158",45.0
"O159",45.0
"O160",42.0
"O161",45.0
"O162",42.0
"O163",42.0
"O164",45.0
"O165",42.0
"O166",42.0
"O167",42.0
"O168",45.0
"O169",45.0
"O170",45.0
"O171",45.0
"O172",45.0
"O173",45.0
"O174",45.0
"O175",48.0
"O176",48.0
"O177",48.0
"O178",48.0
"O179",48.0
