"order","t"
"O1",18.0
"O2",24.0
"O3",24.0
"O4",24.0
"O5",30.0
"O6",24.0
"O7",30.0
"O8",15.0
"O9",24.0
"O10",24.0
"O11",18.0
"O12",21.0
"O13",21.0
"O14",15.0
"O15",15.0
"O16",21.0
"O17",18.0
"O18",18.0
"O19",30.0
"O20",21.0
"O21",9.0
"O22",21.0
"O23",30.0
"O24",30.0
"O25",30.0
"O26",24.0
"O27",9.0
"O28",9.0
"O29",24.0
"O30",15.0
"O31",21.0
"O32",15.0
"O33",12.0
"O34",15.0
"O35",15.0
"O36",24.0
"O37",21.0
"O38",18.0
"O39",18.0
"O40",21.0
"O41",12.0
"O42",9.0
"O43",12.0
"O44",9.0
"O45",18.0
"O46",24.0
"O47",24.0
"O48",15.0
"O49",9.0
"O50",18.0
"O51",9.0
"O52",27.0
"O53",12.0
"O54",18.0
"O55",12.0
"O56",18.0
"O57",15.0
"O58",21.0
"O59",12.0
"O60",12.0
"O61",18.0
"O62",24.0
"O63",15.0
"O64",18.0
"O65",15.0
"O66",18.0
"O67",15.0
"O68",18.0
"O69",21.0
"O70",18.0
"O71",30.0
"O72",18.0
"O73",21.0
"O74",15.0
"O75",15.0
"O76",18.0
"O77",27.0
"O78",18.0
"O79",18.0
"O80",18.0
"O81",24.0
"O82",27.0
"O83",18.0
"O84",18.0
"O85",21.0
"O86",18.0
"O87",42.0
"O88",24.0
"O89",24.0
"O90",30.0
"O91",24.0
"O92",24.0
"O93",27.0
"O94",24.0
"O95",30.0
"O96",27.0
"O97",27.0
"O98",27.0
"O99",33.0
"O100",27.0
"O101",27.0
"O102",27.0
"O103",27.0
"O104",27.0
"O105",27.0
"O106",39.0
"O107",39.0
"O108",39.0
"O109",39.0
"O110",39.0
"O111",42.0
"O112",42.0
"O113",42.0
"O114",42.0
"O115",39.0
"O116",42.0
"O117",42.0
"O118",42.0
"O119",42.0
"O120",42.0
"O121",42.0
"O122",45.0
"O123",42.0
"O124",45.0
"O125",45.0
"O126",45.0
"O127",45.0
"O128",45.0
"O129",45.0
"O130",45.0
"O131",48.0
"O132",45.0
"O133",45.0
"O134",45.0
"O135",48.0
"O136",48.0
"O137",51.0
"O138",48.0
"O139",48.0
"O140",39.0
"O141",39.0
"O142",39.0
"O143",42.0
"O144",39.0
"O145",42.0
"O146",42.0
"O147",45.0
"O148",42.0
"O149",42.0
"O150",42.0
"O151",42.0
"O152",42.0
"O153",42.0
"O154",42.0
"O155",45.0
"O156",42.0
"O157",45.0
"O158",45.0
"O159",45.0
"O160",45.0
"O161",45.0
"O162",45.0
"O163",48.0
"O164",45.0
"O165",45.0
"O166",45.0
"O167",48.0
"O168",48.0
"O169",48.0
"O170",45.0
"O171",48.0
"O172",45.0
"O173",45.0
"O174",45.0
"O175",48.0
"O176",48.0
"O177",45.0
"O178",45.0
"O179",45.0
"O180",45.0
"O181",48.0
"O182",45.0
"O183",48.0
"O184",48.0
"O185",48.0
"O186",48.0
"O187",48.0
"O188",48.0
