"order","t"
"O1",18.0
"O2",45.0
"O3",45.0
"O4",27.0
"O5",24.0
"O6",21.0
"O7",18.0
"O8",18.0
"O9",30.0
"O10",15.0
"O11",15.0
"O12",21.0
"O13",18.0
"O14",21.0
"O15",30.0
"O16",24.0
"O17",18.0
"O18",36.0
"O19",21.0
"O20",18.0
"O21",33.0
"O22",15.0
"O23",24.0
"O24",12.0
"O25",27.0
"O26",9.0
"O27",18.0
"O28",30.0
"O29",30.0
"O30",21.0
"O31",15.0
"O32",15.0
"O33",27.0
"O34",21.0
"O35",15.0
"O36",33.0
"O37",15.0
"O38",33.0
"O39",15.0
"O40",18.0
"O41",18.0
"O42",18.0
"O43",18.0
"O44",18.0
"O45",15.0
"O46",18.0
"O47",18.0
"O48",18.0
"O49",18.0
"O50",36.0
"O51",18.0
"O52",30.0
"O53",24.0
"O54",27.0
"O55",18.0
"O56",21.0
"O57",24.0
"O58",30.0
"O59",24.0
"O60",24.0
"O61",30.0
"O62",21.0
"O63",21.0
"O64",21.0
"O65",30.0
"O66",24.0
"O67",21.0
"O68",24.0
"O69",24.0
"O70",24.0
"O71",27.0
"O72",24.0
"O73",27.0
"O74",27.0
"O75",24.0
"O76",33.0
"O77",33.0
"O78",24.0
"O79",27.0
"O80",27.0
"O81",27.0
"O82",27.0
"O83",33.0
"O84",30.0
"O85",27.0
"O86",27.0
"O87",27.0
"O88",27.0
"O89",27.0
"O90",27.0
"O91",30.0
"O92",27.0
"O93",30.0
"O94",27.0
"O95",30.0
"O96",36.0
"O97",36.0
"O98",30.0
"O99",30.0
"O100",30.0
"O101",30.0
"O102",30.0
"O103",30.0
"O104",36.0
"O105",30.0
"O106",30.0
"O107",30.0
"O108",30.0
"O109",30.0
"O110",30.0
"O111",30.0
"O112",39.0
"O113",33.0
"O114",33.0
"O115",33.0
"O116",33.0
"O117",30.0
"O118",33.0
"O119",33.0
"O120",33.0
"O121",33.0
"O122",33.0
"O123",33.0
"O124",33.0
"O125",33.0
"O126",33.0
"O127",33.0
"O128",33.0
"O129",33.0
"O130",33.0
"O131",33.0
"O132",33.0
"O133",36.0
"O134",36.0
"O135",36.0
"O136",36.0
"O137",36.0
"O138",36.0
"O139",39.0
"O140",39.0
"O141",36.0
"O142",39.0
"O143",39.0
"O144",36.0
"O145",36.0
"O146",36.0
"O147",36.0
"O148",39.0
"O149",36.0
"O150",36.0
"O151",39.0
"O152",39.0
"O153",39.0
"O154",39.0
"O155",39.0
"O156",42.0
"O157",39.0
"O158",39.0
"O159",39.0
"O160",39.0
"O161",39.0
"O162",39.0
"O163",39.0
"O164",39.0
"O165",42.0
"O166",42.0
"O167",42.0
"O168",42.0
"O169",42.0
"O170",42.0
"O171",42.0
"O172",42.0
"O173",45.0
"O174",45.0
"O175",45.0
"O176",45.0
"O177",45.0
"O178",45.0
"O179",45.0
"O180",48.0
"O181",48.0
"O182",45.0
"O183",42.0
"O184",42.0
"O185",45.0
"O186",45.0
"O187",45.0
"O188",48.0
"O189",48.0
"O190",48.0
"O191",48.0
