"order","t"
"O1",30.0
"O2",24.0
"O3",21.0
"O4",30.0
"O5",15.0
"O6",24.0
"O7",27.0
"O8",24.0
"O9",21.0
"O10",12.0
"O11",21.0
"O12",21.0
"O13",9.0
"O14",15.0
"O15",24.0
"O16",18.0
"O17",30.0
"O18",21.0
"O19",15.0
"O20",27.0
"O21",30.0
"O22",15.0
"O23",9.0
"O24",18.0
"O25",15.0
"O26",15.0
"O27",30.0
"O28",12.0
"O29",15.0
"O30",24.0
"O31",15.0
"O32",24.0
"O33",33.0
"O34",12.0
"O35",42.0
"O36",30.0
"O37",15.0
"O38",30.0
"O39",24.0
"O40",15.0
"O41",24.0
"O42",24.0
"O43",15.0
"O44",18.0
"O45",21.0
"O46",24.0
"O47",18.0
"O48",36.0
"O49",18.0
"O50",18.0
"O51",24.0
"O52",18.0
"O53",18.0
"O54",18.0
"O55",18.0
"O56",21.0
"O57",18.0
"O58",21.0
"O59",18.0
"O60",18.0
"O61",24.0
"O62",21.0
"O63",30.0
"O64",21.0
"O65",21.0
"O66",21.0
"O67",21.0
"O68",24.0
"O69",21.0
"O70",21.0
"O71",21.0
"O72",24.0
"O73",27.0
"O74",24.0
"O75",21.0
"O76",21.0
"O77",24.0
"O78",24.0
"O79",24.0
"O80",24.0
"O81",27.0
"O82",24.0
"O83",24.0
"O84",30.0
"O85",27.0
"O86",24.0
"O87",24.0
"O88",24.0
"O89",27.0
"O90",24.0
"O91",24.0
"O92",27.0
"O93",24.0
"O94",33.0
"O95",33.0
"O96",24.0
"O97",24.0
"O98",36.0
"O99",27.0
"O100",27.0
"O101",30.0
"O102",27.0
"O103",27.0
"O104",27.0
"O105",27.0
"O106",33.0
"O107",27.0
"O108",27.0
"O109",27.0
"O110",27.0
"O111",27.0
"O112",33.0
"O113",33.0
"O114",33.0
"O115",33.0
"O116",36.0
"O117",36.0
"O118",36.0
"O119",36.0
"O120",36.0
"O121",36.0
"O122",36.0
"O123",36.0
"O124",36.0
"O125",33.0
"O126",33.0
"O127",33.0
"O128",33.0
"O129",33.0
"O130",33.0
"O131",36.0
"O132",33.0
"O133",36.0
"O134",36.0
"O135",36.0
"O136",36.0
"O137",36.0
"O138",36.0
"O139",36.0
"O140",39.0
"O141",39.0
"O142",39.0
"O143",39.0
"O144",39.0
"O145",39.0
"O146",39.0
"O147",39.0
"O148",39.0
"O149",39.0
"O150",42.0
"O151",42.0
"O152",42.0
"O153",39.0
"O154",42.0
"O155",39.0
"O156",39.0
"O157",36.0
"O158",39.0
"O159",39.0
"O160",39.0
"O161",51.0
"O162",39.0
"O163",39.0
"O164",39.0
"O165",39.0
"O166",39.0
"O167",39.0
"O168",42.0
"O169",45.0
"O170",45.0
"O171",45.0
"O172",42.0
"O173",45.0
"O174",45.0
"O175",45.0
"O176",45.0
"O177",48.0
"O178",48.0
"O179",48.0
"O180",48.0
"O181",48.0
"O182",48.0
"O183",48.0
"O184",51.0
"O185",48.0
"O186",48.0
"O187",48.0
