"order","t"
"O1",18.0
"O2",24.0
"O3",24.0
"O4",24.0
"O5",24.0
"O6",18.0
"O7",30.0
"O8",12.0
"O9",36.0
"O10",36.0
"O11",18.0
"O12",24.0
"O13",18.0
"O14",21.0
"O15",27.0
"O16",27.0
"O17",27.0
"O18",30.0
"O19",15.0
"O20",21.0
"O21",21.0
"O22",18.0
"O23",18.0
"O24",24.0
"O25",15.0
"O26",18.0
"O27",36.0
"O28",15.0
"O29",24.0
"O30",21.0
"O31",21.0
"O32",15.0
"O33",27.0
"O34",24.0
"O35",21.0
"O36",21.0
"O37",18.0
"O38",18.0
"O39",30.0
"O40",15.0
"O41",9.0
"O42",18.0
"O43",18.0
"O44",15.0
"O45",21.0
"O46",21.0
"O47",18.0
"O48",15.0
"O49",27.0
"O50",15.0
"O51",24.0
"O52",15.0
"O53",21.0
"O54",15.0
"O55",15.0
"O56",18.0
"O57",36.0
"O58",27.0
"O59",24.0
"O60",21.0
"O61",15.0
"O62",18.0
"O63",30.0
"O64",15.0
"O65",33.0
"O66",30.0
"O67",21.0
"O68",21.0
"O69",15.0
"O70",15.0
"O71",18.0
"O72",30.0
"O73",21.0
"O74",30.0
"O75",18.0
"O76",27.0
"O77",24.0
"O78",15.0
"O79",24.0
"O80",21.0
"O81",18.0
"O82",45.0
"O83",24.0
"O84",30.0
"O85",24.0
"O86",24.0
"O87",21.0
"O88",30.0
"O89",21.0
"O90",27.0
"O91",21.0
"O92",36.0
"O93",27.0
"O94",30.0
"O95",21.0
"O96",21.0
"O97",24.0
"O98",21.0
"O99",33.0
"O100",21.0
"O101",21.0
"O102",21.0
"O103",21.0
"O104",21.0
"O105",24.0
"O106",24.0
"O107",24.0
"O108",24.0
"O109",24.0
"O110",24.0
"O111",24.0
"O112",21.0
"O113",30.0
"O114",27.0
"O115",24.0
"O116",27.0
"O117",27.0
"O118",27.0
"O119",27.0
"O120",27.0
"O121",30.0
"O122",27.0
"O123",30.0
"O124",33.0
"O125",39.0
"O126",27.0
"O127",27.0
"O128",27.0
"O129",27.0
"O130",27.0
"O131",30.0
"O132",27.0
"O133",36.0
"O134",33.0
"O135",33.0
"O136",33.0
"O137",33.0
"O138",33.0
"O139",33.0
"O140",27.0
"O141",27.0
"O142",27.0
"O143",33.0
"O144",33.0
"O145",33.0
"O146",27.0
"O147",33.0
"O148",33.0
"O149",42.0
"O150",33.0
"O151",36.0
"O152",36.0
"O153",36.0
"O154",36.0
"O155",39.0
"O156",36.0
"O157",36.0
"O158",36.0
"O159",36.0
"O160",36.0
"O161",36.0
"O162",36.0
"O163",33.0
"O164",39.0
"O165",39.0
"O166",45.0
"O167",39.0
"O168",39.0
"O169",39.0
"O170",39.0
"O171",36.0
"O172",36.0
"O173",36.0
"O174",36.0
"O175",33.0
"O176",36.0
"O177",33.0
"O178",39.0
"O179",33.0
"O180",36.0
"O181",36.0
"O182",39.0
"O183",39.0
"O184",39.0
"O185",39.0
"O186",36.0
"O187",39.0
"O188",39.0
"O189",39.0
"O190",39.0
"O191",42.0
"O192",42.0
"O193",42.0
"O194",45.0
"O195",42.0
"O196",42.0
"O197",45.0
"O198",42.0
"O199",45.0
"O200",45.0
"O201",45.0
"O202",45.0
"O203",45.0
"O204",48.0
"O205",48.0
"O206",45.0
"O207",45.0
"O208",48.0
"O209",48.0
"O210",48.0
"O211",48.0
"O212",48.0
"O213",48.0
"O214",48.0
"O215",48.0
"O216",51.0
"O217",51.0
"O218",51.0
"O219",51.0
