"order","t"
"O1",27.0
"O2",18.0
"O3",18.0
"O4",24.0
"O5",24.0
"O6",24.0
"O7",27.0
"O8",12.0
"O9",27.0
"O10",21.0
"O11",18.0
"O12",30.0
"O13",24.0
"O14",33.0
"O15",27.0
"O16",24.0
"O17",24.0
"O18",15.0
"O19",21.0
"O20",30.0
"O21",33.0
"O22",30.0
"O23",15.0
"O24",33.0
"O25",18.0
"O26",21.0
"O27",21.0
"O28",21.0
"O29",42.0
"O30",21.0
"O31",15.0
"O32",21.0
"O33",21.0
"O34",45.0
"O35",15.0
"O36",15.0
"O37",15.0
"O38",15.0
"O39",24.0
"O40",45.0
"O41",33.0
"O42",30.0
"O43",18.0
"O44",18.0
"O45",24.0
"O46",24.0
"O47",18.0
"O48",21.0
"O49",18.0
"O50",24.0
"O51",18.0
"O52",21.0
"O53",18.0
"O54",30.0
"O55",21.0
"O56",21.0
"O57",27.0
"O58",21.0
"O59",21.0
"O60",24.0
"O61",21.0
"O62",24.0
"O63",21.0
"O64",27.0
"O65",24.0
"O66",24.0
"O67",24.0
"O68",24.0
"O69",24.0
"O70",24.0
"O71",24.0
"O72",27.0
"O73",24.0
"O74",24.0
"O75",24.0
"O76",27.0
"O77",30.0
"O78",27.0
"O79",24.0
"O80",24.0
"O81",33.0
"O82",27.0
"O83",27.0
"O84",27.0
"O85",27.0
"O86",27.0
"O87",27.0
"O88",30.0
"O89",27.0
"O90",33.0
"O91",30.0
"O92",27.0
"O93",30.0
"O94",27.0
"O95",30.0
"O96",33.0
"O97",30.0
"O98",30.0
"O99",33.0
"O100",30.0
"O101",36.0
"O102",33.0
"O103",33.0
"O104",30.0
"O105",30.0
"O106",24.0
"O107",30.0
"O108",24.0
"O109",24.0
"O110",30.0
"O111",24.0
"O112",30.0
"O113",30.0
"O114",33.0
"O115",27.0
"O116",30.0
"O117",27.0
"O118",27.0
"O119",27.0
"O120",27.0
"O121",30.0
"O122",27.0
"O123",36.0
"O124",27.0
"O125",30.0
"O126",42.0
"O127",27.0
"O128",27.0
"O129",30.0
"O130",27.0
"O131",27.0
"O132",30.0
"O133",27.0
"O134",30.0
"O135",33.0
"O136",42.0
"O137",33.0
"O138",36.0
"O139",36.0
"O140",36.0
"O141",36.0
"O142",36.0
"O143",36.0
"O144",36.0
"O145",36.0
"O146",36.0
"O147",36.0
"O148",36.0
"O149",39.0
"O150",36.0
"O151",39.0
"O152",39.0
"O153",39.0
"O154",39.0
"O155",39.0
"O156",39.0
"O157",39.0
"O158",39.0
"O159",42.0
"O160",42.0
"O161",42.0
"O162",42.0
"O163",42.0
"O164",39.0
"O165",42.0
"O166",42.0
"O167",42.0
"O168",45.0
"O169",42.0
"O170",48.0
"O171",42.0
"O172",42.0
"O173",42.0
"O174",42.0
"O175",42.0
"O176",45.0
"O177",42.0
"O178",42.0
"O179",42.0
"O180",42.0
"O181",42.0
"O182",42.0
"O183",42.0
"O184",45.0
"O185",48.0
"O186",45.0
"O187",45.0
"O188",45.0
"O189",48.0
"O190",48.0
"O191",48.0
"O192",48.0
"O193",48.0
"O194",48.0
