"order","t"
"O1",18.0
"O2",21.0
"O3",33.0
"O4",30.0
"O5",9.0
"O6",30.0
"O7",27.0
"O8",15.0
"O9",15.0
"O10",21.0
"O11",18.0
"O12",24.0
"O13",33.0
"O14",27.0
"O15",12.0
"O16",27.0
"O17",15.0
"O18",18.0
"O19",18.0
"O20",21.0
"O21",15.0
"O22",21.0
"O23",27.0
"O24",12.0
"O25",12.0
"O26",12.0
"O27",18.0
"O28",15.0
"O29",21.0
"O30",18.0
"O31",15.0
"O32",24.0
"O33",18.0
"O34",18.0
"O35",12.0
"O36",18.0
"O37",15.0
"O38",21.0
"O39",15.0
"O40",30.0
"O41",15.0
"O42",33.0
"O43",15.0
"O44",21.0
"O45",15.0
"O46",18.0
"O47",24.0
"O48",18.0
"O49",30.0
"O50",21.0
"O51",15.0
"O52",21.0
"O53",24.0
"O54",24.0
"O55",27.0
"O56",21.0
"O57",27.0
"O58",24.0
"O59",21.0
"O60",18.0
"O61",18.0
"O62",27.0
"O63",18.0
"O64",24.0
"O65",21.0
"O66",24.0
"O67",21.0
"O68",21.0
"O69",33.0
"O70",24.0
"O71",48.0
"O72",24.0
"O73",27.0
"O74",24.0
"O75",21.0
"O76",27.0
"O77",21.0
"O78",27.0
"O79",24.0
"O80",24.0
"O81",30.0
"O82",24.0
"O83",24.0
"O84",24.0
"O85",33.0
"O86",24.0
"O87",24.0
"O88",24.0
"O89",24.0
"O90",27.0
"O91",24.0
"O92",36.0
"O93",27.0
"O94",27.0
"O95",30.0
"O96",27.0
"O97",30.0
"O98",30.0
"O99",30.0
"O100",30.0
"O101",30.0
"O102",30.0
"O103",30.0
"O104",30.0
"O105",30.0
"O106",30.0
"O107",30.0
"O108",30.0
"O109",30.0
"O110",30.0
"O111",30.0
"O112",30.0
"O113",30.0
"O114",30.0
"O115",36.0
"O116",30.0
"O117",30.0
"O118",33.0
"O119",30.0
"O120",33.0
"O121",33.0
"O122",33.0
"O123",33.0
"O124",33.0
"O125",36.0
"O126",33.0
"O127",33.0
"O128",33.0
"O129",33.0
"O130",33.0
"O131",33.0
"O132",36.0
"O133",36.0
"O134",36.0
"O135",36.0
"O136",36.0
"O137",36.0
"O138",36.0
"O139",45.0
"O140",36.0
"O141",36.0
"O142",36.0
"O143",39.0
"O144",39.0
"O145",39.0
"O146",39.0
"O147",39.0
"O148",39.0
"O149",39.0
"O150",39.0
"O151",39.0
"O152",39.0
"O153",42.0
"O154",42.0
"O155",42.0
"O156",42.0
"O157",42.0
"O158",42.0
"O159",42.0
"O160",42.0
"O161",42.0
"O162",42.0
"O163",42.0
"O164",42.0
"O165",42.0
"O166",45.0
"O167",48.0
"O168",45.0
"O169",48.0
"O170",45.0
"O171",48.0
"O172",48.0
"O173",45.0
"O174",45.0
"O175",45.0
"O176",48.0
"O177",45.0
"O178",48.0
"O179",48.0
"O180",48.0
"O181",48.0
"O182",51.0
