"order","t"
"O1",27.0
"O2",48.0
"O3",48.0
"O4",48.0
"O5",48.0
"O6",24.0
"O7",12.0
"O8",24.0
"O9",33.0
"O10",15.0
"O11",30.0
"O12",12.0
"O13",27.0
"O14",15.0
"O15",24.0
"O16",15.0
"O17",15.0
"O18",21.0
"O19",15.0
"O20",21.0
"O21",39.0
"O22",9.0
"O23",24.0
"O24",9.0
"O25",24.0
"O26",21.0
"O27",24.0
"O28",21.0
"O29",18.0
"O30",18.0
"O31",18.0
"O32",15.0
"O33",12.0
"O34",18.0
"O35",18.0
"O36",18.0
"O37",33.0
"O38",9.0
"O39",9.0
"O40",24.0
"O41",15.0
"O42",12.0
"O43",27.0
"O44",12.0
"O45",12.0
"O46",18.0
"O47",24.0
"O48",18.0
"O49",15.0
"O50",27.0
"O51",12.0
"O52",21.0
"O53",12.0
"O54",18.0
"O55",15.0
"O56",30.0
"O57",15.0
"O58",33.0
"O59",15.0
"O60",18.0
"O61",24.0
"O62",18.0
"O63",27.0
"O64",15.0
"O65",21.0
"O66",15.0
"O67",15.0
"O68",24.0
"O69",33.0
"O70",18.0
"O71",21.0
"O72",30.0
"O73",18.0
"O74",30.0
"O75",24.0
"O76",18.0
"O77",24.0
"O78",30.0
"O79",27.0
"O80",24.0
"O81",18.0
"O82",24.0
"O83",27.0
"O84",18.0
"O85",21.0
"O86",21.0
"O87",24.0
"O88",21.0
"O89",21.0
"O90",21.0
"O91",21.0
"O92",18.0
"O93",21.0
"O94",24.0
"O95",30.0
"O96",21.0
"O97",27.0
"O98",27.0
"O99",21.0
"O100",33.0
"O101",36.0
"O102",21.0
"O103",24.0
"O104",21.0
"O105",27.0
"O106",24.0
"O107",24.0
"O108",24.0
"O109",27.0
"O110",27.0
"O111",21.0
"O112",27.0
"O113",27.0
"O114",24.0
"O115",30.0
"O116",27.0
"O117",30.0
"O118",27.0
"O119",27.0
"O120",27.0
"O121",30.0
"O122",27.0
"O123",30.0
"O124",30.0
"O125",30.0
"O126",27.0
"O127",36.0
"O128",30.0
"O129",30.0
"O130",30.0
"O131",48.0
"O132",30.0
"O133",33.0
"O134",30.0
"O135",30.0
"O136",27.0
"O137",30.0
"O138",30.0
"O139",30.0
"O140",30.0
"O141",30.0
"O142",33.0
"O143",33.0
"O144",33.0
"O145",33.0
"O146",33.0
"O147",33.0
"O148",33.0
"O149",30.0
"O150",30.0
"O151",33.0
"O152",39.0
"O153",36.0
"O154",36.0
"O155",36.0
"O156",39.0
"O157",36.0
"O158",36.0
"O159",36.0
"O160",36.0
"O161",36.0
"O162",36.0
"O163",36.0
"O164",36.0
"O165",36.0
"O166",36.0
"O167",36.0
"O168",36.0
"O169",33.0
"O170",33.0
"O171",36.0
"O172",36.0
"O173",36.0
"O174",36.0
"O175",42.0
"O176",36.0
"O177",36.0
"O178",39.0
"O179",39.0
"O180",36.0
"O181",36.0
"O182",36.0
"O183",36.0
"O184",36.0
"O185",36.0
"O186",36.0
"O187",39.0
"O188",39.0
"O189",39.0
"O190",39.0
"O191",39.0
"O192",36.0
"O193",42.0
"O194",42.0
"O195",39.0
"O196",42.0
"O197",42.0
"O198",42.0
"O199",42.0
"O200",45.0
"O201",42.0
"O202",45.0
"O203",42.0
"O204",42.0
"O205",42.0
"O206",42.0
"O207",45.0
"O208",45.0
"O209",45.0
"O210",45.0
"O211",45.0
"O212",45.0
"O213",48.0
"O214",48.0
"O215",48.0
"O216",48.0
"O217",48.0
"O218",45.0
"O219",48.0
"O220",48.0
"O221",51.0
